Субъект,Федеральный Округ,26.03,27.03,28.03,29.03,30.03,31.03,01.04,02.04,03.04,04.04,05.04,06.04,07.04,08.04,09.04,10.04,11.04,12.04,13.04,14.04,15.04,16.04,17.04,18.04,19.04,20.04,21.04,22.04,23.04,24.04,25.04,26.04,27.04,28.04,29.04,30.04,01.05,02.05,03.05,04.05,05.05,06.05,07.05,08.05,09.05,10.05,11.05,12.05,13.05,14.05,15.05,16.05,17.05,18.05,19.05,20.05,21.05,22.05,23.05,24.05,25.05,26.05,27.05,28.05,29.05,30.05,31.05,01.06,02.06,03.06,04.06,05.06,06.06,07.06,08.06,09.06,10.06,11.06,12.06
Тамбовская Область,Центральный,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,6,6,6,6,6,6,8,8,8,8,9,14,25,29,37,47,48,50,77,93,106,110,113,114,125,134,156,189,250,279,293,314,358,435,471,503,523,544,574,635,682,761,794,838,845,886,921,990,1030,1088,1133,1176,1221,1272,1294,1443,1474,1517,1534,1611,1677,1753,1788
Республика Татарстан,Приволжский,0,1,1,1,1,1,2,2,6,6,6,6,8,10,10,11,11,14,14,14,14,14,18,25,25,25,30,33,33,37,48,51,54,72,78,83,88,100,115,130,149,168,184,228,340,360,460,640,740,890,1006,1108,1173,1195,1301,1452,1452,1698,1825,1907,1959,2092,2226,2350,2482,2585,2616,2690,2814,2991,3130,3235,3450,3477,3543,3563,3586,3607,3611
Тверская Область,Центральный,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,9,9,9,12,12,15,15,15,15,24,24,24,35,39,51,74,74,74,115,183,197,226,263,316,316,344,373,417,440,447,475,500,509,620,649,733,756,848,848,849,899,925,983,1024,1079,1083,1087,1147,1229,1294,1338,1415,1422,1429,1478,1495,1573,1611
Томская Область,Сибирский,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,19,21,24,24,27,27,29,34,41,48,51,56,56,58,67,69,80,88,88,90,95,103,109,119,122,166,166,203,223,237,279,307,323,326,340,359,381,386,426,440,474,499,524,552,564
Тульская Область,Центральный,0,0,0,0,0,0,3,3,3,3,3,4,4,4,6,7,9,9,13,13,17,19,24,25,39,41,46,49,53,53,57,59,59,59,79,96,121,138,143,155,157,187,218,263,266,291,324,333,393,482,556,643,670,689,842,920,1026,1104,1189,1200,1208,1309,1457,1564,1673,1779,1803,1815,1921,2037,2164,2273,2409,2434,2441,2623,2787,2961,3170
Республика Тыва,Сибирский,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,29,29,29,29,29,29,29,29,29,29,29,29,30,43,43,44,44,44,44,48,49,50,56,57,57,57,57,80,83,86,91,91,93,174,227,227,232,250,267,273,337,359,368,373
Тюменская Область,Уральский,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,8,9,9,10,10,10,10,20,20,28,28,34,40,50,58,61,61,88,95,109,140,161,184,186,215,225,271,284,293,300,309,315,323,357,379,448,448,462,488,551,570,591,625,643,649,694,757,783,790,812,818,869,922,962,1003,1047,1057,1067,1084,1144,1176,1222
Удмуртская Республика,Приволжский,0,0,0,0,0,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,4,4,6,6,7,7,7,8,18,19,19,19,19,19,28,31,31,45,56,63,66,69,69,91,106,129,129,151,166,180,202,227,229,233,253,270,296,307,323,324,330,354,367,381,395,410,411,412,425,438,455,460,466,467,467,478,502,516,551
Ульяновская Область,Приволжский,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,5,5,5,5,5,5,10,15,48,65,78,83,84,89,89,112,120,144,145,152,152,182,222,246,263,276,280,370,372,403,436,462,498,506,551,586,614,634,700,713,713,743,832,861,897,937,954,954,1013,1095,1201,1255
Хабаровский Край,Дальневосточный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,7,7,7,7,7,9,12,12,16,16,18,19,21,22,22,22,25,53,73,73,99,117,122,172,204,234,256,345,345,365,407,421,451,497,503,547,573,577,617,641,655,678,691,708,759,803,843,925,958,1002,1017,1083,1169,1211,1292,1296,1301,1314,1382,1402,1439,1443
Республика Хакасия,Сибирский,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,8,10,10,15,15,17,20,20,22,22,22,25,32,35,50,50,94,96,96,102,146,154,192,228,237,249,299,329,366,394,426,429,430,465,489,511,531,558,563,564,585,609,655,680,711,757,782,822,851,871,902
Ханты-Мансийский АО,Уральский,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,4,5,5,5,5,9,15,15,19,20,21,22,29,36,39,44,53,55,59,67,80,80,112,11,135,150,161,178,202,219,247,252,265,291,342,356,360,389,396,453,478,502,520,545,579,590,635,669,716,728,752,782,809,870,936,979,1044,1112,1126,1186,1204,1468,1559,1657
Челябинская Область,Уральский,0,0,0,0,0,0,0,2,2,2,2,2,4,4,6,10,10,11,12,12,13,22,26,29,33,35,35,38,38,43,45,47,47,47,49,54,57,66,69,74,96,111,124,148,188,249,263,301,311,360,438,496,543,564,593,644,694,725,754,819,907,924,988,1057,1106,1180,1258,1323,1336,1394,1479,1540,1651,1721,1801,1867,1967,2099,2187
Чеченская Республика,Северо-Кавказский,0,0,0,0,0,0,0,0,0,0,0,0,12,15,15,15,15,15,15,15,15,15,15,15,19,19,19,19,19,23,23,23,23,79,79,127,231,276,286,286,306,316,369,369,404,422,445,445,474,502,529,569,580,582,612,620,635,643,659,660,660,690,698,745,787,825,828,836,847,894,973,982,988,990,993,1024,1073,1119,1121
Чувашская Республика,Приволжский,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,6,9,9,9,14,14,17,31,31,44,44,70,97,117,131,134,134,149,161,175,175,200,205,255,302,334,344,405,457,517,559,559,599,629,659,686,717,720,765,922,1095,1187,1212,1242,1272,1319,1369,1431,1476,1525,1625,1727,1769,1829,1957,2030
Чукотский АО,Дальневосточный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,8,8,11,11,11,13,15,15,16,19,23,23,23,23,24,24,30,32,32,36,37,40,50,53,54,55,56,59,60,61,63,65,65,68,69,70,70
Ямало-Ненецкий АО,Уральский,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,7,7,22,22,35,35,35,35,39,101,105,116,118,129,129,131,137,144,158,158,166,178,179,194,198,220,234,235,246,251,281,324,398,686,720,724,758,788,856,898,953,975,984,1163,1207,1307,1340,1376,1429,1475,1475,1482,1485,1487
Ярославская Область,Центральный,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,3,3,6,7,7,7,12,12,12,12,17,18,19,23,23,26,26,43,43,63,64,99,100,101,128,128,162,162,162,198,198,207,213,244,299,304,305,333,386,420,444,493,503,503,569,616,653,698,751,756,756,826,896,951,1007,1169,1176,1180,1310,1452,1530,1639
